r_A,g_r,pmf_kcal_mol
6.375275034867135,0.9203503281643158,0.049481912636995244
6.3910359125800325,0.7870298836607197,0.14277409238500668
6.40679679029293,0.8685983234098847,0.08398390870013438
6.422557668005828,1.0768832422114272,-0.04415824779276196
6.438318545718726,0.9729157247419637,0.016369284393184774
6.454079423431623,0.9541383573791664,0.027987736451296156
6.4698403011445205,0.809863687300996,0.1257240440122402
6.485601178857419,0.7503507787504111,0.17122613575760373
6.501362056570317,0.9541385497907643,0.027987616229399187
6.517122934283214,0.8532001451553437,0.0946472259193961
6.532883811996112,0.849088345204316,0.09752723186141242
6.548644689709009,0.8177479331422952,0.11994831913569687
6.5644055674219075,0.8545171826535628,0.0937276746121878
6.580166445134806,0.9449206572359166,0.03377510647898277
6.595927322847703,0.8329348412948039,0.1089781903410704
6.6116882005606,0.802227573310264,0.13137184977602992
6.627449078273498,0.6387332185113963,0.26724024679411307
6.643209955986396,0.9800468309981575,0.012015582926997276
6.658970833699294,0.751331672483944,0.17044731477934857
6.674731711412192,0.8527403160279259,0.09496861146721308
6.690492589125089,0.7573260125396734,0.1657098425458152
6.706253466837987,0.7537704979001001,0.16851530715761104
6.722014344550885,0.8795916812229535,0.07648598217164086
6.737775222263783,0.8111078113936974,0.12480891540496301
6.75353609997668,0.7688823141528085,0.15668151982825965
6.769296977689578,0.7142857155512036,0.20059170138874344
6.785057855402476,0.9394976183305632,0.037206419485524236
6.800818733115373,0.8466881446910188,0.09921484512214471
6.816579610828271,0.7044109210040609,0.20889095943333744
6.832340488541169,0.7762895927874485,0.15096569474818572
6.848101366254067,1.0469115795006279,-0.027330699816932723
6.863862243966965,0.8560183053092085,0.09268132232683254
6.879623121679862,0.7409570506510206,0.17873665834170552
6.8953839993927595,0.7498665858653413,0.1716109560413194
6.911144877105658,0.7219765613636815,0.1942070347491335
6.926905754818556,0.8648700802082768,0.08654829057782279
6.942666632531453,0.6790573989409441,0.230743977812537
6.95842751024435,0.7846251519341456,0.14459842267403877
6.974188387957248,0.8772161038801697,0.07809825641794632
6.9899492656701465,0.8852272166398469,0.07267856697510236
7.005710143383045,0.6668908884806701,0.24152210275443345
7.021471021095942,0.7113218050741,0.20307060394216225
7.037231898808839,0.9087785918725433,0.05702507977170865
7.052992776521737,0.904721551340435,0.059692467825433554
7.068753654234635,0.7486267993130553,0.1725974306589639
7.084514531947533,0.803526103847241,0.1304076499216211
7.10027540966043,0.846337456167784,0.0994618194198075
7.116036287373328,0.7617960550023324,0.16220140334815822
7.131797165086226,0.8043983420311541,0.12976086002933113
7.147558042799124,0.8237363068220029,0.11559853377725832
7.163318920512022,1.0365348601355757,-0.02139222324795232
7.179079798224919,0.8165185017329917,0.12084528362544505
7.194840675937817,0.914563262610923,0.05324234645226762
7.210601553650715,0.7531871527969451,0.16897685662639825
7.226362431363612,0.8618314604652587,0.08864652134997687
7.24212330907651,0.8469404201775135,0.09903724199409224
7.257884186789408,0.7766924274084301,0.1506564131397779
7.273645064502306,0.651806821994592,0.2551612071357067
7.289405942215203,0.7809894657149723,0.14736725101788753
7.305166819928101,0.6790511900862256,0.23074942874406895
7.3209276976409985,0.7415625324783524,0.17824969706968952
7.336688575353897,0.7383798655609876,0.1808138313922983
7.352449453066795,0.7784657407055209,0.1492968329810011
7.368210330779692,0.8935629782791938,0.06709106789427549
7.383971208492589,0.8683126621420918,0.08418000415433192
7.399732086205487,0.8752920130734148,0.07940731603573904
7.4154929639183855,0.7333987110184024,0.184849197315612
7.431253841631283,0.8890500275038726,0.0701096165353445
7.447014719344181,0.8115166000176874,0.12450853297224483
7.462775597057078,0.7766083616632404,0.15072094248072035
7.478536474769976,0.8151405142123572,0.12185223780215211
7.494297352482874,0.9678147051022153,0.019503194284979573
7.510058230195772,0.8290380970045086,0.1117737739183293
7.525819107908669,0.8152497068843049,0.12177238398940188
7.541579985621567,0.8426753317755759,0.10204702187516546
7.557340863334465,0.8493978992801373,0.0973099276103645
7.5731017410473624,0.9579688411074814,0.02559917900268196
7.58886261876026,1.2889066148087545,-0.15130230628675753
7.604623496473158,1.0207915199753075,-0.01226800034199453
7.620384374186056,1.036703545138172,-0.021489234241571294
7.636145251898954,0.9422162873210934,0.035483770604396614
7.651906129611851,0.9583035161088246,0.025390941106092496
7.667667007324749,1.0935466478723468,-0.0533124449867943
7.683427885037647,0.9999595951431695,2.4088295791420068e-05
7.699188762750545,1.0648904648375317,-0.037481815440204486
7.714949640463442,1.0998233858275435,-0.05672450768200596
7.730710518176339,1.0073247888398296,-0.004350840013937477
7.7464713958892375,0.9934898813987391,0.0038937685573057776
7.762232273602136,0.8245495850192479,0.11501023174525389
7.777993151315034,1.1593571748128364,-0.08815179274059336
7.793754029027931,1.0584501673027242,-0.033865374991808216
7.809514906740828,0.8625127327152683,0.08817544588224878
7.825275784453726,0.8494969516514221,0.09724041043743988
7.8410366621666245,1.0076971249621292,-0.004571157581353957
7.856797539879522,0.9847213157672233,0.009178859568921052
7.87255841759242,0.8110316295761696,0.12486491138770939
